ID,PICKUP_TIME,PICKUP_ADDRESS,PICKUP_LONG,PICKUP_LAT
241812,2012-05-11 14:21:00,Unnamed Road Boston Ma,-71.018465,42.369005
241813,2012-05-11 14:21:00,Unnamed Road Boston Ma,-71.120397,42.364898
241814,2012-05-11 14:21:00,630 Boylston St Boston Ma 02116,-71.077753,42.350023
241816,2012-05-11 14:22:00,852 Beacon St Boston Ma,-71.103595,42.347013000000004
241817,2012-05-11 14:22:00,Commonwealth Ave @ Kenmore St Boston Ma 02215,-71.095098,42.348727000000004
241818,2012-05-11 14:22:00,384 Summer St Boston Ma,-71.044347,42.3473
241821,2012-05-11 14:22:00,563 Tremont St Boston Ma 02118,-71.07217,42.343658000000005
241822,2012-05-11 14:23:00,830 Boylston St Boston Ma 02199,-71.082802,42.348642
241824,2012-05-11 14:44:00,82 Beacon St Boston Ma,-71.071138,42.355847
241825,2012-05-11 14:44:00,208 Stuart St Boston Ma 02116,-71.06815999999999,42.35068
241826,2012-05-11 14:44:00,1220 Commonwealth Ave Boston Ma,-71.130902,42.350645
241827,2012-05-11 14:23:00,Unnamed Road Boston Ma,-71.056373,42.350178
241828,2012-05-11 14:23:00,98 West St Boston Ma 02111,-71.06329699999999,42.355187
241829,2012-05-11 14:23:00,Unnamed Road Boston Ma,-71.07754200000001,42.348896999999994
241830,2012-05-11 14:24:00,383 Summer St Boston Ma,-71.044547,42.347458
241831,2012-05-11 14:24:00,105 Revere St Boston Ma 02114,-71.07073199999999,42.359483000000004
241832,2012-05-11 14:24:00,Commonwealth Ave @ Beacon St Boston Ma,-71.093908,42.349232
241833,2012-05-11 14:24:00,389 Summer St Boston Ma,-71.044043,42.347188
241834,2012-05-11 14:24:00,710 Atlantic Ave Boston Ma 02111,-71.055922,42.351462
241835,2012-05-11 14:24:00,53 Fargo St Boston Ma 02210,-71.04351,42.345962
241837,2012-05-11 14:45:00,1070 Boylston St Boston Ma 02215,-71.088012,42.347215000000006
241838,2012-05-11 14:45:00,Unnamed Road Boston Ma,-71.12056700000001,42.366735
241839,2012-05-11 14:45:00,Unnamed Road Boston Ma,-71.120263,42.364517
241840,2012-05-11 14:45:00,50 Belvidere St Boston Ma 02115,-71.084805,42.345872
241841,2012-05-11 14:45:00,388 Summer St Boston Ma,-71.044103,42.347215000000006
241852,2012-05-11 14:45:00,I-90 @ Dartmouth St Boston Ma,-71.076318,42.347797
241853,2012-05-11 14:45:00,667 Washington St Boston Ma 02111,-71.06282,42.351723
241854,2012-05-11 14:45:00,1220 Commonwealth Ave Boston Ma,-71.130893,42.350671999999996
241855,2012-05-11 14:45:00,70 Park Sq Boston Ma 02116,-71.06755,42.351003000000006
241857,2012-05-11 14:45:00,230 Portland St Boston Ma 02114,-71.061888,42.364403
241858,2012-05-11 14:45:00,Unnamed Road Boston Ma,-71.018458,42.369033
241859,2012-05-11 14:46:00,120 Oliver St Boston Ma 02110,-71.052888,42.355818
241860,2012-05-11 14:24:00,Unnamed Road Boston Ma,-71.05666,42.344158
241861,2012-05-11 14:24:00,200 Cambridge St Boston Ma 02114,-71.065813,42.361084999999996
241862,2012-05-11 14:24:00,770 Atlantic Ave Boston Ma 02111,-71.057055,42.350225
241863,2012-05-11 14:25:00,20 Kilby St Boston Ma 02109,-71.05533299999999,42.358796999999996
241864,2012-05-11 14:25:00,384 Summer St Boston Ma,-71.044335,42.347313
241865,2012-05-11 14:46:00,720 Atlantic Ave Boston Ma 02111,-71.055607,42.351237
241867,2012-05-11 14:46:00,200 Longwood Ave Boston Ma,-71.102197,42.336690000000004
241868,2012-05-11 14:46:00,20 Chatham Row Boston Ma 02109,-71.05426700000001,42.359408
241869,2012-05-11 14:46:00,190 Clarendon St Boston Ma 02116,-71.07498199999999,42.349438
241871,2012-05-11 14:46:00,Unnamed Road Boston Ma,-71.040778,42.348903
241872,2012-05-11 14:47:00,258 Dartmouth St Boston Ma 02116,-71.077342,42.350165000000004
241873,2012-05-11 14:47:00,80 Northern Ave Boston Ma 02210,-71.045188,42.352708
241877,2012-05-11 14:47:00,610 Boylston St Boston Ma 02116,-71.077113,42.350163
241878,2012-05-11 14:47:00,390 Summer St Boston Ma 02210,-71.044503,42.347597
241879,2012-05-11 14:46:00,1700 Washington St Boston Ma 02118,-71.07606,42.337055
241885,2012-05-11 14:48:00,830 Boylston St Boston Ma 02199,-71.082748,42.348583000000005
241886,2012-05-11 14:48:00,104 Causeway St Boston Ma 02114,-71.061782,42.36537
241887,2012-05-11 14:49:00,49 Fargo St Boston Ma 02210,-71.04351700000001,42.346238
241888,2012-05-11 14:49:00,140 High St Boston Ma 02110,-71.053527,42.355391999999995
241889,2012-05-11 14:27:00,51 School St Boston Ma 02108,-71.059587,42.357878
241894,2012-05-11 14:49:00,10 Commercial St Boston Ma 02109,-71.053653,42.359472
241895,2012-05-11 14:49:00,353 Summer St Boston Ma,-71.046835,42.348605
241896,2012-05-11 12:23:00,50 Francis St Boston Ma 02215,-71.107225,42.33574
241902,2012-05-11 14:50:00,Unnamed Road Boston Ma,-71.018367,42.369125
241903,2012-05-11 14:50:00,10 Boates Ct Boston Ma 02110,-71.052815,42.355952
241904,2012-05-11 14:50:00,390 Summer St Boston Ma 02210,-71.04467199999999,42.347782
241905,2012-05-11 14:27:00,Viaduct St Boston Ma,-71.043648,42.347527
241906,2012-05-11 14:27:00,70 Van Rensselaer Pl Boston Ma 02116,-71.065488,42.351525
241907,2012-05-11 14:27:00,80 Broad St Boston Ma 02110,-71.052778,42.357602
241908,2012-05-11 14:27:00,21 Beacon St Boston Ma 02108,-71.06306,42.357727000000004
241910,2012-05-11 14:50:00,Unnamed Road Boston Ma,-71.05256,42.354420000000005
241911,2012-05-11 14:51:00,830 Boylston St Boston Ma 02199,-71.082788,42.348643
241913,2012-05-11 14:51:00,385 Summer St Boston Ma,-71.04424,42.347253
241915,2012-05-11 14:51:00,150 Tremont St Boston Ma 02111,-71.06349499999999,42.354785
241917,2012-05-11 14:51:00,606 Commonwealth Ave Boston Ma,-71.100738,42.34942
241918,2012-05-11 14:51:00,167 Northern Ave Boston Ma 02210,-71.042808,42.350555
241920,2012-05-11 14:51:00,Unnamed Road Boston Ma,-71.08054,42.348422
241921,2012-05-11 14:52:00,10 Huntington Ave Boston Ma 02115,-71.077697,42.348795
241922,2012-05-11 14:52:00,384 Summer St Boston Ma,-71.04450200000001,42.347384999999996
241923,2012-05-11 14:52:00,Unnamed Road Boston Ma,-71.056187,42.350017
241927,2012-05-11 14:27:00,N384 Boston Ma,-71.05774,42.361415
241929,2012-05-11 14:28:00,701 Washington St Boston Ma 02111,-71.06278,42.351082
241930,2012-05-11 14:28:00,53 Fargo St Boston Ma 02210,-71.043503,42.346138
241931,2012-05-11 14:52:00,384 Summer St Boston Ma,-71.044402,42.347445
241933,2012-05-11 14:52:00,10 Commercial St Boston Ma 02109,-71.05337800000001,42.359493
241937,2012-05-11 14:28:00,350 Longwood Ave Boston Ma 02215,-71.106768,42.338662
241938,2012-05-11 14:28:00,690 Commonwealth Ave Boston Ma,-71.103938,42.349557
241939,2012-05-11 14:28:00,Unnamed Road Boston Ma,-71.05192,42.357552
241940,2012-05-11 14:28:00,502 Columbus Ave Boston Ma 02118,-71.079488,42.342447
241942,2012-05-11 14:29:00,Unnamed Road Boston Ma,-71.077467,42.348923
241943,2012-05-11 14:29:00,410 W Broadway Boston Ma 02127,-71.047985,42.336902
241949,2012-05-11 14:53:00,850 Boylston St Boston Ma 02199,-71.083163,42.348438
241950,2012-05-11 14:53:00,70 N073 Boston Ma,-71.11457,42.300593
241951,2012-05-11 14:53:00,47 Fargo St Boston Ma 02210,-71.043945,42.346502
241958,2012-05-11 14:29:00,540 Boylston St Boston Ma 02116,-71.07547199999999,42.350547
241959,2012-05-11 14:29:00,70 State St Boston Ma 02109,-71.056337,42.359268
241960,2012-05-11 14:29:00,1080 Boylston St Boston Ma 02215,-71.087998,42.347152
241961,2012-05-11 14:29:00,Unnamed Road Boston Ma,-71.041188,42.349012
241962,2012-05-11 14:54:00,Unnamed Road Boston Ma,-71.050893,42.356128000000005
241963,2012-05-11 14:54:00,Park Dr Boston Ma,-71.095175,42.345202
241965,2012-05-11 14:54:00,120 Franklin St Boston Ma 02110,-71.05690200000001,42.355612
241966,2012-05-11 14:54:00,50 Board Aly Boston Ma 02113,-71.055037,42.363048
241974,2012-05-11 14:30:00,30 E Charlesgate Boston Ma 02215,-71.09153,42.348662
241975,2012-05-11 14:30:00,Unnamed Road Boston Ma,-71.120295,42.365007
241976,2012-05-11 14:30:00,80 Fruit St Boston Ma 02114,-71.070387,42.3626
241977,2012-05-11 14:30:00,Unnamed Road Boston Ma,-71.018455,42.369367
241978,2012-05-11 14:30:00,77 Broad St Boston Ma 02110,-71.053138,42.357442999999996
241981,2012-05-11 14:30:00,170 Beach St Boston Ma 02111,-71.056978,42.350338
241982,2012-05-11 14:30:00,10 Tremont St Boston Ma,-71.060232,42.358162
241986,2012-05-11 14:31:00,Unnamed Road Boston Ma,-71.022465,42.365513
241988,2012-05-11 14:31:00,90 Newbury St Boston Ma 02116,-71.075457,42.351623
241989,2012-05-11 14:31:00,190 State St Boston Ma 02109,-71.053545,42.359272999999995
241990,2012-05-11 14:32:00,Unnamed Road Boston Ma,-71.02252299999999,42.365404999999996
241992,2012-05-11 14:32:00,163 High St Boston Ma 02110,-71.052902,42.356215
241993,2012-05-11 14:32:00,50 N North Grove St Boston Ma,-71.068668,42.361795
241994,2012-05-11 14:32:00,Unnamed Road Boston Ma,-71.022428,42.365325
241995,2012-05-11 14:32:00,840 Boylston St Boston Ma 02199,-71.08292,42.348555
242003,2012-05-11 14:33:00,Unnamed Road Boston Ma,-71.05850799999999,42.352457
242007,2012-05-11 14:54:00,76 Fargo St Boston Ma 02210,-71.042307,42.345058
242008,2012-05-11 14:54:00,383 Summer St Boston Ma,-71.04458000000001,42.347443
242009,2012-05-11 14:54:00,710 Commonwealth Ave Boston Ma,-71.10631500000001,42.349932
242010,2012-05-11 14:55:00,50 Federal St Boston Ma 02110,-71.05683,42.355858000000005
242011,2012-05-11 14:55:00,549 Tremont St Boston Ma 02116,-71.071557,42.344046999999996
242012,2012-05-11 14:33:00,190 Cambridge St Boston Ma 02114,-71.065535,42.361407
242013,2012-05-11 14:33:00,331 Boylston St Boston Ma 02116,-71.070818,42.351855
242015,2012-05-11 14:33:00,228 Clarendon St Boston Ma 02116,-71.075597,42.351471999999994
242016,2012-05-11 14:34:00,50 N North Grove St Boston Ma,-71.06853199999999,42.361798
242017,2012-05-11 14:34:00,Viaduct St Boston Ma,-71.043995,42.347358
242018,2012-05-11 14:55:00,383 Summer St Boston Ma,-71.04473,42.347615000000005
242020,2012-05-11 14:55:00,25 Huntington Ave Boston Ma,-71.07744699999999,42.348732
242021,2012-05-11 14:34:00,650 Boylston St Boston Ma 02116,-71.07809300000001,42.349913
242023,2012-05-11 14:34:00,60 Purchase St Boston Ma,-71.05146500000001,42.3565
242025,2012-05-11 14:34:00,602 Commonwealth Ave Boston Ma,-71.102328,42.34933
242026,2012-05-11 14:34:00,N351 Boston Ma,-71.02193299999999,42.36578
242031,2012-05-11 14:35:00,720 E Broadway Boston Ma 02127,-71.03657,42.335545
242032,2012-05-11 14:35:00,Unnamed Road Boston Ma,-71.018513,42.369
242033,2012-05-11 14:35:00,Stuart St @ Eliot St Boston Ma 02116,-71.06707,42.350927
242035,2012-05-11 14:56:00,800 Washington St Boston Ma 02111,-71.063913,42.349483
242036,2012-05-11 14:56:00,I-90 @ Unnamed Road Boston Ma,-71.080325,42.347605
242037,2012-05-11 14:56:00,130 Avenue Louis Pasteur Boston Ma 02115,-71.102673,42.338265
242039,2012-05-11 14:56:00,720 Atlantic Ave Boston Ma 02111,-71.056032,42.351438
242040,2012-05-11 14:56:00,760 Atlantic Ave Boston Ma 02111,-71.056593,42.35027
242041,2012-05-11 14:57:00,Unnamed Road Boston Ma,-71.022607,42.365483000000005
242042,2012-05-11 14:57:00,70 School St Boston Ma 02108,-71.059647,42.358118
242043,2012-05-11 14:57:00,North St Boston Ma,-71.056973,42.360127
242044,2012-05-11 14:58:00,1220 Commonwealth Ave Boston Ma,-71.130847,42.350592999999996
242045,2012-05-11 14:58:00,130 Oliver St Boston Ma 02110,-71.05285,42.355697
242047,2012-05-11 14:58:00,I-90 @ Dartmouth St Boston Ma,-71.076145,42.347802
242048,2012-05-11 14:59:00,530 Beacon St Boston Ma 02215,-71.090907,42.35051
242054,2012-05-11 14:59:00,30 New Sudbury St Boston Ma 02114,-71.060275,42.361188
242055,2012-05-11 14:59:00,686 Atlantic Ave Boston Ma 02111,-71.05587,42.352
242056,2012-05-11 14:59:00,384 Summer St Boston Ma,-71.044365,42.347277000000005
242057,2012-05-11 14:59:00,I-90 @ Dartmouth St Boston Ma,-71.07598,42.347668
242058,2012-05-11 14:59:00,270 Beacon St Boston Ma 02116,-71.080012,42.353482
242059,2012-05-11 14:59:00,98 Bromfield St Boston Ma 02108,-71.061213,42.357197
242061,2012-05-11 14:36:00,Beacon St @ Commonwealth Ave Boston Ma,-71.09793499999999,42.348575
242062,2012-05-11 14:36:00,810 Boylston St Boston Ma 02199,-71.082458,42.348797999999995
242063,2012-05-11 14:36:00,30 Blagden St Boston Ma 02116,-71.077665,42.34918
242064,2012-05-11 14:36:00,Unnamed Road Boston Ma,-71.08456,42.346113
242065,2012-05-11 14:59:00,810 Washington St Boston Ma 02111,-71.063912,42.349395
242066,2012-05-11 15:00:00,360 Boylston St Boston Ma 02116,-71.071207,42.351607
242067,2012-05-11 15:00:00,560 Huntington Ave Boston Ma,-71.095807,42.337482
242070,2012-05-11 14:36:00,384 Summer St Boston Ma,-71.0444,42.347291999999996
242071,2012-05-11 14:36:00,140 St James Ave Boston Ma 02116,-71.076203,42.349748
242073,2012-05-11 15:00:00,830 Boylston St Boston Ma 02199,-71.082727,42.348537
242074,2012-05-11 15:00:00,N Tower St Boston Ma,-71.114572,42.300563000000004
242081,2012-05-11 14:36:00,507 Massachusetts Ave Boston Ma,-71.08035699999999,42.339195000000004
242082,2012-05-11 14:37:00,50 Trilling Way Boston Ma 02210,-71.039622,42.348167
242084,2012-05-11 14:37:00,Unnamed Road Boston Ma,-71.054232,42.356107
242085,2012-05-11 14:37:00,260 Essex St Boston Ma 02111,-71.056275,42.351645
242086,2012-05-11 14:37:00,Unnamed Road Boston Ma,-71.022335,42.365363
242087,2012-05-11 14:37:00,148 Brookline Ave Boston Ma 02215,-71.10085699999999,42.345015000000004
242088,2012-05-11 14:37:00,120 Belvidere St Boston Ma 02115,-71.081872,42.346157
242089,2012-05-11 14:37:00,Unnamed Road Boston Ma,-71.040695,42.349005
242090,2012-05-11 14:37:00,8 Quaker Ln Boston Ma 02109,-71.056962,42.358733
242091,2012-05-11 14:37:00,175 Boylston St Boston Ma 02116,-71.06715200000001,42.352483
242092,2012-05-11 14:37:00,260 Dartmouth St Boston Ma 02116,-71.077412,42.350297
242094,2012-05-11 14:37:00,384 Summer St Boston Ma,-71.044393,42.347452000000004
242095,2012-05-11 14:37:00,I-90 @ Unnamed Road Boston Ma,-71.080607,42.347893
242096,2012-05-11 15:00:00,I-90 @ Unnamed Road Boston Ma,-71.080637,42.347465
242097,2012-05-11 15:01:00,580 E Broadway Boston Ma 02127,-71.040977,42.335471999999996
242098,2012-05-11 15:00:00,40 Francis St Boston Ma 02215,-71.107067,42.335622
242099,2012-05-11 15:01:00,830 Boylston St Boston Ma 02199,-71.08268000000001,42.348533
242100,2012-05-11 15:01:00,Commonwealth Ave @ Brookline Ave Boston Ma 02215,-71.09678000000001,42.348490000000005
242102,2012-05-11 14:38:00,230 Dartmouth St Boston Ma 02116,-71.0772,42.349672
242104,2012-05-11 14:38:00,I-90 @ Unnamed Road Boston Ma,-71.08078499999999,42.348071999999995
242105,2012-05-11 14:38:00,70 William Cardinal O'connell Way Boston Ma 02114,-71.06483,42.362438
242106,2012-05-11 15:01:00,270 Tremont St Boston Ma 02116,-71.065223,42.349833000000004
242107,2012-05-11 15:01:00,70 Purchase St Boston Ma,-71.051625,42.356083
242108,2012-05-11 14:38:00,290 Summer St Boston Ma 02210,-71.049503,42.349955
242110,2012-05-11 14:38:00,60 N North Grove St Boston Ma,-71.06886800000001,42.361979999999996
242112,2012-05-11 14:38:00,48 Fargo St Boston Ma 02210,-71.04355,42.346332000000004
242113,2012-05-11 14:39:00,40 Canal St Boston Ma 02114,-71.05974300000001,42.36421
242115,2012-05-11 14:39:00,830 Boylston St Boston Ma 02199,-71.082788,42.348588
242116,2012-05-11 14:39:00,130 St James Ave Boston Ma 02116,-71.07605699999999,42.349616999999995
242117,2012-05-11 14:39:00,539 Commonwealth Ave Boston Ma,-71.096722,42.348983000000004
242118,2012-05-11 14:39:00,48 Fargo St Boston Ma 02210,-71.043435,42.346340000000005
242119,2012-05-11 15:02:00,Unnamed Road Boston Ma,-71.08044699999999,42.348115
242120,2012-05-11 15:02:00,380 Summer St Boston Ma,-71.04551500000001,42.347952
242121,2012-05-11 15:02:00,330 Washington St Boston Ma 02108,-71.058735,42.356813
242125,2012-05-11 15:02:00,660 Huntington Ave Boston Ma,-71.101988,42.335377
242127,2012-05-11 15:03:00,11 Charles St Boston Ma 02114,-71.069733,42.356588
242128,2012-05-11 15:03:00,Unnamed Road Boston Ma,-71.019203,42.362334999999995
242129,2012-05-11 15:03:00,380 Boylston St Boston Ma 02116,-71.071888,42.351545
242130,2012-05-11 15:03:00,290 Boylston St Boston Ma 02116,-71.07011700000001,42.351712
242131,2012-05-11 15:03:00,96 Summer St Boston Ma 02110,-71.05778000000001,42.353605
242132,2012-05-11 15:03:00,80 Bromfield St Boston Ma 02108,-71.06102299999999,42.357107
242137,2012-05-11 14:39:00,50 N North Grove St Boston Ma,-71.068487,42.361808
242138,2012-05-11 14:40:00,470 Huntington Ave Boston Ma,-71.09379,42.338809999999995
242139,2012-05-11 14:40:00,Huntington Ave Boston Ma,-71.079658,42.346872
242140,2012-05-11 14:40:00,Unnamed Road Boston Ma,-71.12060699999999,42.366665999999995
242141,2012-05-11 14:40:00,1220 Commonwealth Ave Boston Ma,-71.13095200000001,42.350658
242142,2012-05-11 14:40:00,50 N073 Boston Ma,-71.11454300000001,42.300677
242144,2012-05-11 14:41:00,Commonwealth Ave Boston Ma,-71.11523199999999,42.350923
242145,2012-05-11 15:04:00,384 Summer St Boston Ma,-71.044453,42.347287
242147,2012-05-11 15:04:00,Unnamed Road Boston Ma,-71.050975,42.356138
242148,2012-05-11 15:04:00,Unnamed Road Boston Ma,-71.021973,42.365542
242150,2012-05-11 15:04:00,370 Boylston St Boston Ma 02116,-71.071637,42.351713000000004
242151,2012-05-11 15:04:00,200 Boylston St Boston Ma 02116,-71.06858199999999,42.35253
242152,2012-05-11 15:04:00,175 Tremont St Boston Ma 02111,-71.06427,42.353133
242153,2012-05-11 15:04:00,25 Huntington Ave Boston Ma,-71.07755,42.348723
242154,2012-05-11 15:05:00,Unnamed Road Boston Ma,-71.090035,42.350438
242155,2012-05-11 15:05:00,Unnamed Road Boston Ma,-71.01853,42.368907
242156,2012-05-11 15:05:00,290 Boylston St Boston Ma 02116,-71.070038,42.351867999999996
242158,2012-05-11 14:41:00,Unnamed Road Boston Ma,-71.019155,42.362808
242159,2012-05-11 14:42:00,60 N North Grove St Boston Ma,-71.06860999999999,42.361913
242163,2012-05-11 14:41:00,6 Beacon St Boston Ma 02116,-71.061237,42.358292999999996
242164,2012-05-11 15:04:00,384 Summer St Boston Ma,-71.044237,42.347345000000004
242165,2012-05-11 14:42:00,10 Franklin St Boston Ma 02110,-71.059448,42.356168
242166,2012-05-11 14:42:00,17 Kilmarnock St Boston Ma 02215,-71.100098,42.344073
242167,2012-05-11 14:43:00,10 Federal St Boston Ma 02110,-71.056728,42.356712
242175,2012-05-11 15:06:00,326 Boylston St Boston Ma 02116,-71.070697,42.35187
242176,2012-05-11 15:06:00,383 Summer St Boston Ma,-71.04463,42.34751
242177,2012-05-11 15:06:00,159 Berkeley St Boston Ma 02116,-71.072047,42.349383
242180,2012-05-11 14:43:00,640 Boylston St Boston Ma 02116,-71.07785200000001,42.349888
242181,2012-05-11 14:43:00,384 Summer St Boston Ma,-71.044488,42.347305
242182,2012-05-11 15:06:00,382 Summer St Boston Ma,-71.045018,42.347567
242183,2012-05-11 15:06:00,Charles St Boston Ma,-71.069518,42.365241999999995
242185,2012-05-11 15:07:00,87 State St Boston Ma 02109,-71.055782,42.359035
242186,2012-05-11 15:07:00,840 Boylston St Boston Ma 02199,-71.082863,42.348548
242187,2012-05-11 15:07:00,10 Chauncy St Boston Ma 02111,-71.059262,42.354282
242188,2012-05-11 14:43:00,383 Summer St Boston Ma,-71.044575,42.347448
242190,2012-05-11 14:44:00,Commonwealth Ave Boston Ma,-71.118662,42.351296999999995
242191,2012-05-11 14:43:00,Unnamed Road Boston Ma,-71.05774,42.353328000000005
242192,2012-05-11 14:44:00,Commonwealth Ave Boston Ma,-71.12100000000001,42.351620000000004
242193,2012-05-11 14:44:00,770 Atlantic Ave Boston Ma 02111,-71.05674,42.350147
242195,2012-05-11 14:44:00,10 W Alcorn St Boston Ma 02134,-71.123138,42.352208000000005
242196,2012-05-11 14:44:00,20 State St Boston Ma 02109,-71.05734,42.358907
242197,2012-05-11 15:07:00,210 Summer St Boston Ma 02210,-71.05507,42.352213
242198,2012-05-11 15:07:00,190 Boylston St Boston Ma 02116,-71.068937,42.352503000000006
242199,2012-05-11 15:07:00,346 Longwood Ave Boston Ma 02215,-71.106137,42.338268
242200,2012-05-11 15:07:00,270 Tremont St Boston Ma 02116,-71.065217,42.349942999999996
242204,2012-05-11 14:44:00,800 Washington St Boston Ma 02111,-71.063932,42.349517999999996
242206,2012-05-11 14:45:00,Commonwealth Ave @ Kenmore St Boston Ma 02215,-71.09522199999999,42.34874
242208,2012-05-11 15:08:00,220 Berkeley St Boston Ma 02116,-71.07293,42.350967
242209,2012-05-11 15:08:00,680 Boylston St Boston Ma 02116,-71.078908,42.349517
242210,2012-05-11 15:08:00,200 Mount Vernon St Boston Ma,-71.048897,42.319646999999996
242212,2012-05-11 14:45:00,Unnamed Road Boston Ma,-71.01801,42.36252
242213,2012-05-11 14:45:00,720 E Broadway Boston Ma 02127,-71.036558,42.335605
242214,2012-05-11 14:45:00,50 Trilling Way Boston Ma 02210,-71.039635,42.34807
242215,2012-05-11 14:46:00,Unnamed Road Boston Ma,-71.056278,42.35032
242216,2012-05-11 14:46:00,380 Atlantic Ave Boston Ma 02110,-71.050813,42.356122
242217,2012-05-11 14:46:00,260 Northern Ave Boston Ma 02210,-71.03904200000001,42.348729999999996
242218,2012-05-11 14:46:00,I-90 @ Unnamed Road Boston Ma,-71.050692,42.347507
242219,2012-05-11 14:46:00,Commonwealth Ave @ Kenmore St Boston Ma 02215,-71.095127,42.348842
242220,2012-05-11 14:46:00,30 Long Wharf Boston Ma 02110,-71.05080699999999,42.359957
242221,2012-05-11 14:46:00,Unnamed Road Boston Ma,-71.056738,42.344217
242222,2012-05-11 14:46:00,520 Boylston St Boston Ma 02116,-71.075112,42.350768
242223,2012-05-11 15:09:00,383 Summer St Boston Ma,-71.044762,42.347468
242224,2012-05-11 15:08:00,North St Boston Ma,-71.056632,42.36023
242225,2012-05-11 15:09:00,90 N North Grove St Boston Ma 02114,-71.068952,42.362233
242226,2012-05-11 15:09:00,630 Boylston St Boston Ma 02116,-71.077568,42.350002
242227,2012-05-11 15:09:00,139 Dartmouth St Boston Ma 02116,-71.075795,42.347266999999995
242228,2012-05-11 15:09:00,270 Northern Ave Boston Ma 02210,-71.038325,42.348703
242229,2012-05-11 15:09:00,Boylston St @ Eliot St Boston Ma 02116,-71.06920500000001,42.352378
242230,2012-05-11 15:09:00,90 High St Boston Ma 02110,-71.0551,42.354387
242231,2012-05-11 15:09:00,110 Congress St Boston Ma 02110,-71.056032,42.35667
242232,2012-05-11 15:09:00,600 Commonwealth Ave Boston Ma,-71.100307,42.349353
242235,2012-05-11 14:46:00,20 Long Wharf Boston Ma 02110,-71.050975,42.35992
242236,2012-05-11 14:46:00,37 Gloucester St Boston Ma 02115,-71.084165,42.349365
242237,2012-05-11 14:46:00,53 Fargo St Boston Ma 02210,-71.043538,42.346087
242238,2012-05-11 14:46:00,Unnamed Road Boston Ma,-71.017463,42.366038
242240,2012-05-11 14:47:00,Commonwealth Ave @ Kenmore St Boston Ma 02215,-71.094643,42.348838
242242,2012-05-11 15:10:00,40 Park Plz Boston Ma 02116,-71.07000699999999,42.351209999999995
242243,2012-05-11 15:10:00,149 Brookline Ave Boston Ma 02215,-71.10068000000001,42.344908000000004
242245,2012-05-11 15:10:00,Unnamed Road Boston Ma,-71.04069799999999,42.348938000000004
242248,2012-05-11 14:47:00,Unnamed Road Boston Ma,-71.08155699999999,42.346267
242249,2012-05-11 14:47:00,590 Washington St Boston Ma 02135,-71.166953,42.35045
242250,2012-05-11 14:47:00,120 Oliver St Boston Ma 02110,-71.052918,42.355807
242251,2012-05-11 14:47:00,710 Atlantic Ave Boston Ma 02111,-71.055515,42.351275
242252,2012-05-11 14:47:00,Unnamed Road Boston Ma,-71.120432,42.36472
242253,2012-05-11 14:47:00,400 Summer St Boston Ma 02210,-71.044285,42.347408
242254,2012-05-11 14:47:00,60 Claremont Park Boston Ma 02118,-71.081245,42.342193
242255,2012-05-11 15:10:00,710 Boylston St Boston Ma 02116,-71.079948,42.349305
242256,2012-05-11 15:11:00,140 Stuart St Boston Ma 02116,-71.06589699999999,42.351257000000004
242259,2012-05-11 14:48:00,250 Northern Ave Boston Ma 02210,-71.039248,42.349087
242260,2012-05-11 14:48:00,100 Harrison Ave Boston Ma 02111,-71.061523,42.350590000000004
242261,2012-05-11 15:11:00,90 Ash St Boston Ma 02111,-71.06360699999999,42.348402
242262,2012-05-11 15:11:00,550 Boylston St Boston Ma 02116,-71.07556,42.350695
242263,2012-05-11 15:11:00,Unnamed Road Boston Ma,-71.01738,42.366462
242264,2012-05-11 15:11:00,Unnamed Road Boston Ma,-71.08096,42.345507
242269,2012-05-11 14:48:00,Commonwealth Ave @ Charlesgate Boston Ma,-71.09204,42.348793
242270,2012-05-11 14:48:00,198 Clarendon St Boston Ma 02116,-71.074745,42.349759999999996
242271,2012-05-11 15:12:00,60 Mason St Boston Ma 02111,-71.063583,42.35342
242272,2012-05-11 15:12:00,384 Summer St Boston Ma,-71.04438,42.347312
242273,2012-05-11 15:12:00,Unnamed Road Boston Ma,-71.05628,42.362842
242274,2012-05-11 15:12:00,383 Summer St Boston Ma,-71.04463,42.34749
242275,2012-05-11 15:12:00,720 Atlantic Ave Boston Ma 02111,-71.05611,42.35143
242277,2012-05-11 15:13:00,Unnamed Road Boston Ma,-71.12021700000001,42.364633000000005
242278,2012-05-11 15:13:00,450 Boylston St Boston Ma 02116,-71.07323000000001,42.351105
242279,2012-05-11 15:13:00,690 Commonwealth Ave Boston Ma,-71.10384300000001,42.349655
242280,2012-05-11 15:13:00,145 Dartmouth St Boston Ma 02116,-71.075998,42.347588
242281,2012-05-11 15:13:00,213 Atlantic Ave Boston Ma 02110,-71.05086700000001,42.359308
242283,2012-05-11 15:13:00,383 Summer St Boston Ma,-71.04463,42.347473
242284,2012-05-11 15:13:00,190 State St Boston Ma,-71.05311800000001,42.359415000000006
242286,2012-05-11 15:13:00,Unnamed Road Boston Ma,-71.018422,42.369038
242287,2012-05-11 15:14:00,720 E Broadway Boston Ma 02127,-71.03659499999999,42.335543
242288,2012-05-11 14:49:00,Unnamed Road Boston Ma,-71.120623,42.364975
242289,2012-05-11 15:14:00,Harvard Ave Boston Ma,-71.131687,42.352035
242290,2012-05-11 15:14:00,11 Avery St Boston Ma,-71.06309300000001,42.353115
